text,label,label_desc,translation
i feel a little ashamed that i had such low expectations in the first place,0,sadness,Nakaramdam ako ng kaunting hiya na ang aking mga inaasahan noon ay napakababa.
i started feeling very gentle contractions about minutes apart,2,love,Nagsimula akong maramdaman ang mga malambot na pag-aantok mga minuto ang agwat.
i feel like im being a terrible person and that hes going to hate me for thinking these things,0,sadness,Nararamdaman kong isang masamang tao ako at iiinggit siya sa akin dahil sa mga iniisip kong ito.
i feel like a post might be devoted to dealing with emotions caused by situations vs,2,love,Parang may post na dapat tungkol sa paghawak ng emosyon na dulot ng mga sitwasyon kumpara sa
i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things,1,joy,"Inihagis ko sa aking maleta sa huling minuto, hindi ito nabasag sa paglalakbay o sumabog sa pressurized cabin kaya hanggang ngayon, parang maganda ang lahat."
i need to listen to a song where i can be angry and feel accepted at the same time,1,joy,Kailangan kong makinig ng kanta kung saan ako maaaring magalit at maramdaman ang pagtanggap nang sabay-sabay.
i find myself seeking and yearning for love and acceptance from people that can not provide it and then being disappointed when i am alone and feeling unloved and unworthy,0,sadness,"Nakikita kong hinahanap at ninanais ko ang pag-ibig at pagtanggap mula sa mga taong hindi iyon maibibigay, at pagkatapos ay nabibigo ako kapag nag-iisa ako at nararamdaman ang kawalan ng pagmamahal at hindi sapat."
i feel accepted and appreciated by my teammates and peers,2,love,Nararamdaman kong tinatanggap at pinahahalagahan ako ng aking mga kasamahan at kaklase.
i know that feeling for sure,1,joy,"Alam ko 'yon, tiyak na alam ko."
i was left feeling bothered by it for a long time afterwards,3,anger,Na-aalala ko pa rin ito nang matagal at nakakabigo.
i feel like hopeless helpless worthless scum,0,sadness,"Parang wala akong pag-asa, walang magawa, walang halaga, at parang basura lang ako."
i feel so blessed to have both lisa and god as friends in this life,1,joy,Napakaligaya ko na mayroon akong parehong si Lisa at ang Diyos bilang mga kaibigan sa buhay na ito.
i stopped feeling bitter and sorry for myself and lost myself in the work my work started getting better or rather continued to get better,3,anger,"Tumigil na akong mag-isip ng masama at magdalamhati sa aking sarili, at nawala ako sa aking trabaho. Nagsimulang maganda ang aking trabaho, o mas mabuti pa, patuloy itong nagiging maganda."
i am still feeling a little remorseful that we didnt just break down and buy it,0,sadness,Parang may kaunting pagsisisi pa rin ako na hindi lang tayo bumili nito.
i feel more and more stressed,3,anger,Nararamdaman kong lalong lumalalim ang aking stress.
i do not feel like i am intelligent enough to be a teacher,1,joy,Hindi ko nararamdaman na sapat ang aking katalinuhan upang maging guro.
i feel naughty just being this girls friend,2,love,Nararamdaman kong may masamang balak dahil lang kaibigan ko siya.
i would stay in charge thereby helping z to feel safe yet at the same time be nurturing and loving,1,joy,"Mananatili akong nasa kontrol upang makatulong kay Z na maramdaman ang kaligtasan, ngunit sa parehong oras ay magiging mapagmahal at mapag-alaga."
i fully enjoy music when i feel afraid using headphones,4,fear,Lubos akong nasisiyahan sa musika kapag natatakot ako gamit ang headphone.
i feel so cranky right now,3,anger,Napaka-sungit ko ngayon.
i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results,1,joy,"Nararamdaman kong puno ng kasiyahan habang nakaupo kasama ang aking address book, may mga Christmas songs sa background, at sinusulat ang isang personal na mensahe sa bawat isa: Mabuhay sa inyong mga resulta sa pagsusulit!"
ive had so much more energy no more slugging around feeling lethargic after massive takeaways and choccy binges and my skin started to clear up instantly,0,sadness,"Marami akong nadagdagang enerhiya, wala nang pagod at pagod na pakiramdam pagkatapos ng malalaking pagkain at pag-inom ng maraming tsokolate, at agad namang gumanda ang aking balat."
i feel pretty insecure about my current relationship,4,fear,Nararamdaman kong medyo hindi ako komportable sa aming kasalukuyang relasyon.
i enjoy hearing the faith stories of other believers sometimes these stories leave me feeling inadequate and guilty,0,sadness,"Nasisiyahan akong makinig sa mga kwento ng pananampalataya ng ibang mananampalataya, minsan ang mga kwentong ito ay nagpapakitang kulang at nagdudulot ng pagsisisi sa akin."
i feel like ending my life like some song from damaged or something,0,sadness,"Parang gusto kong matapos ang buhay ko, parang kanta sa Damaged o ganoon."
i feel totally rejected,0,sadness,Nararamdaman kong lubos na tinanggihan.
i say no i feel guilty begins by giving you the reasons for and benefits of being assertive without being aggressive,0,sadness,"Sinabi ko ang ""hindi"" at naramdaman kong may sala ako. Nagsisimula ito sa pamamagitan ng pagbibigay sa iyo ng mga dahilan at benepisyo ng pagiging matatag nang hindi agresibo."
i feel more jaded,0,sadness,Mas nababawasan ang aking sigla.
i feel a little strange chasing after them since im so disappointed in the brand as a whole,4,fear,Nararamdaman kong kakaiba ang habulin sila dahil sobrang nabigo ako sa buong tatak.
i didn t feel too hot from the swim,2,love,Hindi ako masyadong mainit pagkatapos mag-swimming.
i was to her in fact so i m taking that as she feels regretful for what she has done,0,sadness,"Totoo nga, ako ang kanyang iniisip kaya itinuturing kong nagsisisi siya sa kanyang mga ginawa."
i feel embarrassed by it,0,sadness,Nahihiya ako dito.
i perceive you feel the dint of pity these are gracious drops,1,joy,"Nararamdaman kong may awa ka, mga magagandang patak iyon."
i always feel slightly worthless almost self condemning like i should be doing more amounting more saving the world one day at a time a preacher on a podium a counselor for teen single struggling mom s a writer a motivational speaker a super mom to my baby boy,0,sadness,"Lagi akong nakakaramdam ng kaunting kawalan ng halaga, halos nagpapagalit sa sarili ko, parang dapat akong gumawa ng higit pa, maging higit pa, iligtas ang mundo araw-araw, parang isang pastor sa podium, isang tagapayo para sa mga kabataang ina na nag-iisa at naghihirap, isang manunulat, isang tagapagsalita ng inspirasyon, isang super mom sa aking anak na lalaki."
i chose to live my life as a normal person who has feelings wants and desires i have talked up for myself been faithful to myself and i have been determined to be treated with dignity and respect,2,love,"Pinili kong mabuhay bilang isang ordinaryong tao na may damdamin, mithiin, at hangarin. Nagsalita ako para sa aking sarili, nanatiling tapat sa aking sarili, at determinado akong tratuhin ng dignidad at respeto."
i feel this violence is petty and impractical,3,anger,Nararamdaman kong maliit at hindi praktikal ang karahasan na ito.
im feeling a bit more sociable now although i dont think ill be able to express everything i want to say,1,joy,Mas sosyal na ako ngayon kahit hindi ko siguro maibibigay lahat ng gusto kong sabihin.
i try not to laugh because sometimes it hurts vellas feelings but some of the things he does are so funny,4,fear,"Hindi ako tumatawa minsan dahil nasasaktan ang pakiramdam ni Vellas, pero ang ilan sa mga ginagawa niya ay talagang nakakatawa."
i love tall guys they make me feel so little and innocent however innocent was the last thing that i was that night,1,joy,"Mahal ko ang matangkad na lalaki, ginagawa nila akong pakiramdam na maliit at inosente. Ngunit inosente ang huling bagay na ako noong gabi na iyon."
i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,4,fear,"Malakas ang aking nararamdaman tungkol dito, parang linya na dapat kong iguhit sa buhangin. Hindi dapat ako matakot, lalo na ngayon, na ilahad ang aking damdamin at kung ano ang dapat na maging resulta ng aking konklusyon."
i feel civilly disturbed class delicious title share this on del,0,sadness,"Nararamdaman kong may kaunting pagkabalisa, ang klase ay masarap, ang pamagat ay maganda, ibahagi ito sa del."
i still feel its a little shaky at times and can move into the slightly odd jades hair in particular seems prone to this but generally it works well with spencers writing,4,fear,"Parati ko pa ring nararamdaman na medyo mailap ito minsan at maaaring makapasok sa kakaibang buhok ni Jade, partikular na tila madaling maganap ito doon, ngunit sa pangkalahatan, gumagana ito nang maayos kasama ang pagsusulat ni Spencer."
i feel is a dumb plot idea,0,sadness,Parang bobong ideya ng kuwento ito.
im doing things that make me feel brave and strong i have a a href http derfwadmanor,1,joy,Ginagawa ko ang mga bagay na nagpapalakas at nagbibigay sa akin ng tapang. Mayroon akong [link na tinanggal] derfwadmanor.
i just feel cold and drained all the time im either hungry or tired or cold at the moment and it sort of sucks,3,anger,"Lagi akong nararamdaman na malamig at pagod. Lagi akong gutom, pagod, o malamig, at medyo nakakainis."
i have to leave my hair alone now if im feeling impatient,3,anger,Kailangan kong iwan ang aking buhok mag-isa ngayon kung nagmamadali ako.
i feel not surprised by where i ended up i m happy with a lot of what i ve achieved the positions i ve put myself in,4,fear,"Hindi ako nagulat kung saan ako napunta, masaya ako sa maraming aking naabot, sa mga posisyon na aking kinuha."
i just love the colors and the way the yarns feel i also love supporting small businesses and it allows me to provide quality products in my own shop,1,joy,"Gustung-gusto ko ang mga kulay at ang pakiramdam ng mga sinulid, pati na rin ang pagsuporta sa mga maliit na negosyo at ang pagkakataong magbigay ng de-kalidad na produkto sa aking sariling tindahan."
i am not normally the kind of person who gets emotional upon meeting a public figure but as strange as it sounds seeing you yesterday for the first time ever the feeling came over me was the feeling one might feel upon seeing a beloved favorite loving aunt lol,2,love,"Hindi ako karaniwang taong nagiging emosyonal kapag nakakasalamuha ng kilalang tao, pero kakaiba man ang pakiramdam, nakita kita kahapon nang una, parang nakita ko ang minamahal kong tiyahin na sobrang gusto ko, lol."
i am reliving all of the feelings of being rejected less than and not good enough from years ago,0,sadness,"Binubuhay ko muli ang lahat ng damdamin ng pagtanggi, ng pagiging hindi sapat at hindi maganda mula noong mga nakaraang taon."
i love a movie with a good feel to it that really keeps you enthralled and the road has just that,4,fear,"Mahal ko ang pelikula na may magandang pakiramdam na tunay na nakaka-engganyong manood at ang ""Road"" ay mayroon nito."
i was feeling quite casual that day,1,joy,Nakaramdam ako ng medyo komportable noong araw na iyon.
i should feel like successful independent woman a la destinys child no,1,joy,"Dapat akong maramdaman na isang matagumpay at independiyenteng babae gaya ng Destiny's Child, hindi."
i feel funny telling you about my name change anyway gracias por todo,4,fear,"Nakakakaba sabihin sa iyo ang tungkol sa pagbabago ng pangalan ko, pero salamat sa lahat."
i feel guilty to my family my friends who made the introduction for me to that job and somehow i even feel guilty to my boss even though he fooled and lied to me,0,sadness,"Nararamdaman kong may sala ako sa aking pamilya, sa aking mga kaibigan na nagpakilala sa akin sa trabahong iyon, at sa aking amo kahit na siya ang naglinlang at nagsinungaling sa akin."
