text,label,label_desc
i feel that the most intelligent people are the ones who pay attention to the world around them and think about an issue before they pass judgment on it or make a decision as to where they stand,1,joy
i feel is doubtful but then again i could be wrong,4,fear
i didnt respond because i feel that some days i cant just put on a fake smile and pretend like life is great and not let the negativity creep in,0,sadness
i fully understand the frustration that many fans are feeling but as a target blank href http twitter,0,sadness
i feel the responsibility of loving them even more,2,love
i feel like time is precious so they were dead on with saying i would be interested in time saving devices i m always looking to save time,1,joy
i hate when im refered to that game guitar hero i mean its cool but i got the name kinda before lol and now i feel bitchy so stay the fuck outta my way,3,anger
i found having old pip constantly on stage rather disruptive he sometimes reacted along with young pip and sometimes didn t he sometimes moved position in dramatic scenes and he just left me feeling rather awkward,0,sadness
i am feeling extremely annoyed and restless,3,anger
i go back to that day however and hear jesus words the son of man has authority to forgive sins on earth i feel electrified and doubtful,4,fear
i feel the presence of god something fearful happens i became aware of my own unworthiness my own short comings and yes my own sin,4,fear
i feel virtuous eating them not as some sort of penance because they taste bad but because i feel so alive when i crunch into them,1,joy
i still have the lurgy and feel rotten,0,sadness
i get the nasty feeling that my posts are boring the pants off everyone,0,sadness
i had some delicious apple pie so needless to say i was feeling pretty groggy,0,sadness
im feeling pathetic i cant take rejection why wont you call me,0,sadness
ive been feeling sooo inspired to wear black and white lately its probably because i follow all of these cool aussie girls with an amazing style on instagram,1,joy
i dont really feel his presence but im eager to hear news about him,1,joy
i feel very frustrated and very sad,3,anger
i hate feeling empty and numb,0,sadness
i go to tell someone to feel her kick she gets shy and stops,4,fear
i was a kid in bellingham worried about acne getting my first kiss and maybe copping a feel somewhere on a sweet girl i wished would notice me,2,love
i even like to play with my negative feelings by becoming curious,4,fear
i wake up real life husband i feel melancholy towards day,0,sadness
i began training in january or at least mentally preparing myself to train and can remember specifically feeling apprehensive about the running a spring marathon,4,fear
i feel deeply offended by some of the rhetoric and behaviour of some of the apc leaders and i cannot be expected to remain silent in the face of such expressions,3,anger
i decided that this one lesson i had had was enough practise for me so its fair to say i was feeling slightly apprehensive walking over to the nursery slopes,4,fear
i felt like i couldnt let myself believe the feelings i was getting from these men that the phone call had been a fake,0,sadness
i love the feeling of being treasured to feel like youre needed who doesnt right,2,love
i didnt end up with that popular guy before the feeling i had when i was rejected its like a break up what i thought during that time la,0,sadness
ive recently had one of those experiences that left me feeling inadequate,0,sadness
